drug1id,drug2id,drug1dose,drug2dose,combination_name,cellid,batchid,viability1,viability2,viability3,viability4,mu/muMax_published,X/X0_published
Carboplatin,MK-8669,0.825,0.01,Carboplatin & MK-8669,A427,1,0.602,0.362,0.433,0.551,0.616,0.587
Carboplatin,Sunitinib,0.825,0.625,Carboplatin & Sunitinib,A427,1,0.693,0.474,0.526,0.415,0.625,0.595
Carboplatin,Sunitinib,0.825,1.25,Carboplatin & Sunitinib,A427,1,0.584,0.196,0.623,0.613,0.722,0.681
Carboplatin,Sunitinib,0.825,2.5,Carboplatin & Sunitinib,A427,1,0.395,0.414,0.356,0.407,0.505,0.504
Carboplatin,Sunitinib,0.825,5,Carboplatin & Sunitinib,A427,1,0.118,0.096,0.061,0.141,-0.208,0.187
Cyclophosphamide,ABT-888,0.35,0.35,Cyclophosphamide & ABT-888,A427,1,0.652,0.609,0.635,0.585,0.743,0.7
Cyclophosphamide,ABT-888,0.35,1.08,Cyclophosphamide & ABT-888,A427,1,0.533,0.428,0.422,0.423,0.538,0.527
Cyclophosphamide,ABT-888,0.35,3.25,Cyclophosphamide & ABT-888,A427,1,0.136,0.212,0.168,0.192,0.073,0.276
Cyclophosphamide,ABT-888,0.35,10,Cyclophosphamide & ABT-888,A427,1,0.164,0.112,0.111,0.093,-0.187,0.193
Cyclophosphamide,BEZ-235,0.35,0.0045,Cyclophosphamide & BEZ-235,A427,1,0.841,0.889,0.488,0.946,0.921,0.897
Cyclophosphamide,BEZ-235,0.35,0.02,Cyclophosphamide & BEZ-235,A427,1,0.876,0.787,0.65,0.388,0.821,0.781
Cyclophosphamide,BEZ-235,0.35,0.09,Cyclophosphamide & BEZ-235,A427,1,0.454,0.431,0.402,0.598,0.559,0.542
Cyclophosphamide,BEZ-235,0.35,0.4,Cyclophosphamide & BEZ-235,A427,1,0.376,0.37,0.364,0.397,0.466,0.477
Cyclophosphamide,Erlotinib,0.35,0.055,Cyclophosphamide & Erlotinib,A427,1,0.914,1.065,0.863,0.893,0.945,0.927
Cyclophosphamide,Erlotinib,0.35,0.245,Cyclophosphamide & Erlotinib,A427,1,0.758,0.833,0.276,0.789,0.861,0.825
Cyclophosphamide,Erlotinib,0.35,1.1,Cyclophosphamide & Erlotinib,A427,1,0.07,0.083,0.518,0.073,-0.38,0.148
Cyclophosphamide,Erlotinib,0.35,5,Cyclophosphamide & Erlotinib,A427,1,0.006,0.011,0.007,0.004,-1.713,0.023
Cyclophosphamide,MK-4827,0.35,0.223,Cyclophosphamide & MK-4827,A427,1,1.013,1.123,1.041,1.024,1.017,1.024
Cyclophosphamide,MK-4827,0.35,0.775,Cyclophosphamide & MK-4827,A427,1,0.957,1.064,1.127,1.059,1.033,1.046
Cyclophosphamide,MK-4827,0.35,2.75,Cyclophosphamide & MK-4827,A427,1,0.65,0.755,0.841,0.784,0.858,0.821
Cyclophosphamide,MK-4827,0.35,10,Cyclophosphamide & MK-4827,A427,1,0.682,0.558,0.512,0.686,0.741,0.699
Cyclophosphamide,PD325901,0.35,0.0011,Cyclophosphamide & PD325901,A427,1,0.783,0.96,0.901,0.751,0.907,0.879
Cyclophosphamide,PD325901,0.35,0.005,Cyclophosphamide & PD325901,A427,1,0.874,0.938,0.755,0.854,0.921,0.896
Cyclophosphamide,PD325901,0.35,0.0223,Cyclophosphamide & PD325901,A427,1,0.398,0.594,0.604,0.659,0.723,0.681
Cyclophosphamide,PD325901,0.35,0.1,Cyclophosphamide & PD325901,A427,1,0.495,0.493,0.507,0.521,0.626,0.596
Cyclophosphamide,Zolinza,0.35,0.0925,Cyclophosphamide & Zolinza,A427,1,0.868,1.009,1.287,1.07,1.021,1.029
Cyclophosphamide,Zolinza,0.35,0.325,Cyclophosphamide & Zolinza,A427,1,1.106,1.073,1.109,1.077,1.047,1.068
Cyclophosphamide,Zolinza,0.35,1.15,Cyclophosphamide & Zolinza,A427,1,1.012,0.834,1.07,0.923,0.982,0.976
Cyclophosphamide,Zolinza,0.35,4,Cyclophosphamide & Zolinza,A427,1,0.483,0.481,0.425,,0.604,0.577
Dasatinib,Dinaciclib,0.024,0.000925,Dasatinib & Dinaciclib,A427,1,0.955,1.137,1.058,0.991,1.013,1.018
Dasatinib,Dinaciclib,0.024,0.00325,Dasatinib & Dinaciclib,A427,1,0.889,0.984,0.919,0.921,0.955,0.939
Dasatinib,Dinaciclib,0.024,0.0115,Dasatinib & Dinaciclib,A427,1,0.575,0.514,0.449,0.569,0.668,0.631
Dasatinib,Dinaciclib,0.024,0.04,Dasatinib & Dinaciclib,A427,1,0.26,0.224,0.303,0.262,0.273,0.365
Dasatinib,Sorafenib,0.024,2.5,Dasatinib & Sorafenib,A427,1,0.434,0.555,0.53,0.412,0.605,0.579
Dasatinib,Sorafenib,0.024,5,Dasatinib & Sorafenib,A427,1,0.228,0.367,0.441,0.318,0.42,0.448
Dasatinib,Sorafenib,0.024,10,Dasatinib & Sorafenib,A427,1,0.095,0.054,0.072,0.029,-0.496,0.126
Dasatinib,Sorafenib,0.024,20,Dasatinib & Sorafenib,A427,1,0.004,0.003,0.006,0.003,-2.05,0.015
Dexamethasone,AZD1775,0.35,0.0325,Dexamethasone & AZD1775,A427,1,0.644,0.69,0.885,0.635,0.781,0.738
Dexamethasone,AZD1775,0.35,0.08,Dexamethasone & AZD1775,A427,1,0.265,0.185,0.282,0.235,0.25,0.353
Dexamethasone,AZD1775,0.35,0.2,Dexamethasone & AZD1775,A427,1,0.188,0.2,0.211,0.507,0.144,0.305
Dexamethasone,AZD1775,0.35,0.5,Dexamethasone & AZD1775,A427,1,0.106,0.504,0.082,0.114,-0.193,0.191
Dexamethasone,Dinaciclib,0.35,0.000925,Dexamethasone & Dinaciclib,A427,1,1.101,0.875,0.888,1.011,0.972,0.962
Dexamethasone,Dinaciclib,0.35,0.00325,Dexamethasone & Dinaciclib,A427,1,0.964,0.838,0.848,0.805,0.908,0.88
Dexamethasone,Dinaciclib,0.35,0.0115,Dexamethasone & Dinaciclib,A427,1,0.181,0.251,0.161,0.213,0.122,0.296
Dexamethasone,Dinaciclib,0.35,0.04,Dexamethasone & Dinaciclib,A427,1,0.107,0.16,0.142,0.125,-0.089,0.221
Dexamethasone,MK-2206,0.35,0.045,Dexamethasone & MK-2206,A427,1,0.747,0.992,1.03,0.897,0.969,0.958
Dexamethasone,MK-2206,0.35,0.2,Dexamethasone & MK-2206,A427,1,0.988,0.886,0.897,1.039,0.968,0.956
Dexamethasone,MK-2206,0.35,0.9,Dexamethasone & MK-2206,A427,1,0.955,1.003,0.991,0.831,0.985,0.98
Dexamethasone,MK-2206,0.35,4,Dexamethasone & MK-2206,A427,1,0.8,0.753,0.812,0.909,0.883,0.851
Dexamethasone,MK-8776,0.35,0.0925,Dexamethasone & MK-8776,A427,1,0.945,0.92,0.93,0.852,0.958,0.943
Dexamethasone,MK-8776,0.35,0.325,Dexamethasone & MK-8776,A427,1,0.634,0.619,0.633,0.917,0.753,0.71
Dexamethasone,MK-8776,0.35,1.15,Dexamethasone & MK-8776,A427,1,0.416,0.542,0.527,0.462,0.619,0.59
Dexamethasone,MK-8776,0.35,4,Dexamethasone & MK-8776,A427,1,0.361,0.302,0.295,0.235,0.346,0.404
Dexamethasone,Temozolomide,0.35,2.75,Dexamethasone & Temozolomide,A427,1,1.231,0.997,1.046,1.255,1.07,1.102
Dexamethasone,Temozolomide,0.35,12.3,Dexamethasone & Temozolomide,A427,1,1.056,1.174,0.927,1.094,1.039,1.056
Dexamethasone,Temozolomide,0.35,55,Dexamethasone & Temozolomide,A427,1,0.012,0.024,0.05,0.012,-1.17,0.049
Dexamethasone,Temozolomide,0.35,250,Dexamethasone & Temozolomide,A427,1,0.001,0.001,0.001,0.001,-2.716,0.006
Doxorubicin,ABT-888,0.0108,0.35,Doxorubicin & ABT-888,A427,1,0.602,0.472,0.592,0.631,0.721,0.679
Doxorubicin,ABT-888,0.0108,1.08,Doxorubicin & ABT-888,A427,1,0.472,0.532,0.566,0.462,0.627,0.596
Doxorubicin,ABT-888,0.0108,3.25,Doxorubicin & ABT-888,A427,1,0.544,0.641,0.704,0.527,0.717,0.675
Doxorubicin,ABT-888,0.0108,10,Doxorubicin & ABT-888,A427,1,0.393,0.54,0.464,0.078,0.542,0.53
Doxorubicin,BEZ-235,0.0108,0.0045,Doxorubicin & BEZ-235,A427,1,0.846,0.654,0.932,0.916,0.931,0.909
Doxorubicin,BEZ-235,0.0108,0.02,Doxorubicin & BEZ-235,A427,1,0.832,1.036,0.909,0.919,0.951,0.935
Doxorubicin,BEZ-235,0.0108,0.09,Doxorubicin & BEZ-235,A427,1,0.07,0.165,0.123,0.072,-0.259,0.174
Doxorubicin,BEZ-235,0.0108,0.4,Doxorubicin & BEZ-235,A427,1,0.008,0.009,0.006,0.008,-1.588,0.028
Doxorubicin,Dinaciclib,0.0108,0.000925,Doxorubicin & Dinaciclib,A427,1,1.044,0.833,0.998,0.965,0.99,0.986
Doxorubicin,Dinaciclib,0.0108,0.00325,Doxorubicin & Dinaciclib,A427,1,0.797,1.069,0.72,0.801,0.879,0.845
Doxorubicin,Dinaciclib,0.0108,0.0115,Doxorubicin & Dinaciclib,A427,1,0.867,0.862,0.908,0.803,0.921,0.896
Doxorubicin,Dinaciclib,0.0108,0.04,Doxorubicin & Dinaciclib,A427,1,0.385,0.435,0.405,0.324,0.498,0.498
Doxorubicin,L778123,0.0108,0.325,Doxorubicin & L778123,A427,1,0.744,0.903,0.897,0.89,0.939,0.919
Doxorubicin,L778123,0.0108,0.8,Doxorubicin & L778123,A427,1,0.945,0.895,0.863,1.033,0.955,0.939
Doxorubicin,L778123,0.0108,2,Doxorubicin & L778123,A427,1,0.962,1.021,1.014,0.932,0.993,0.991
Doxorubicin,L778123,0.0108,5,Doxorubicin & L778123,A427,1,0.59,0.282,0.656,0.368,0.602,0.576
Doxorubicin,MK-2206,0.0108,0.045,Doxorubicin & MK-2206,A427,1,0.935,1.001,0.814,0.846,0.937,0.917
Doxorubicin,MK-2206,0.0108,0.2,Doxorubicin & MK-2206,A427,1,0.885,0.882,0.956,0.83,0.933,0.911
Doxorubicin,MK-2206,0.0108,0.9,Doxorubicin & MK-2206,A427,1,0.68,0.73,0.657,0.756,0.811,0.769
Doxorubicin,MK-2206,0.0108,4,Doxorubicin & MK-2206,A427,1,0.51,0.399,0.597,0.609,0.68,0.642
Doxorubicin,MK-5108,0.0108,0.075,Doxorubicin & MK-5108,A427,1,0.748,0.992,0.936,0.791,0.921,0.896
Doxorubicin,MK-5108,0.0108,0.225,Doxorubicin & MK-5108,A427,1,0.748,0.963,0.929,0.791,0.918,0.893
Doxorubicin,MK-5108,0.0108,0.675,Doxorubicin & MK-5108,A427,1,0.661,0.813,0.896,0.875,0.908,0.881
Doxorubicin,MK-5108,0.0108,2,Doxorubicin & MK-5108,A427,1,0.545,0.73,0.633,0.647,0.759,0.716
Doxorubicin,MK-8776,0.0108,0.0925,Doxorubicin & MK-8776,A427,1,0.777,0.835,1.178,0.876,0.916,0.89
Doxorubicin,MK-8776,0.0108,0.325,Doxorubicin & MK-8776,A427,1,0.758,0.807,0.79,0.75,0.861,0.825
Doxorubicin,MK-8776,0.0108,1.15,Doxorubicin & MK-8776,A427,1,0.321,0.325,0.27,0.391,0.389,0.429
Doxorubicin,MK-8776,0.0108,4,Doxorubicin & MK-8776,A427,1,0.232,0.168,0.121,0.234,0.129,0.299
Doxorubicin,Sorafenib,0.0108,2.5,Doxorubicin & Sorafenib,A427,1,0.97,0.998,1.053,0.898,0.991,0.988
Doxorubicin,Sorafenib,0.0108,5,Doxorubicin & Sorafenib,A427,1,0.8,1.071,0.736,0.757,0.865,0.829
Doxorubicin,Sorafenib,0.0108,10,Doxorubicin & Sorafenib,A427,1,0.694,0.721,0.748,0.775,0.833,0.793
Doxorubicin,Sorafenib,0.0108,20,Doxorubicin & Sorafenib,A427,1,0.611,0.596,0.467,0.718,0.727,0.685
Doxorubicin,Temozolomide,0.0108,2.75,Doxorubicin & Temozolomide,A427,1,0.804,0.906,0.878,0.673,0.906,0.878
Doxorubicin,Temozolomide,0.0108,12.3,Doxorubicin & Temozolomide,A427,1,0.346,0.192,0.253,0.274,0.278,0.368
Doxorubicin,Temozolomide,0.0108,55,Doxorubicin & Temozolomide,A427,1,0.097,0.13,0.096,0.116,-0.212,0.186
Doxorubicin,Temozolomide,0.0108,250,Doxorubicin & Temozolomide,A427,1,0.259,0.298,0.269,0.253,0.279,0.368
Doxorubicin,geldanamycin,0.0108,0.0223,Doxorubicin & geldanamycin,A427,1,0.859,0.924,1.051,0.988,0.976,0.967
Doxorubicin,geldanamycin,0.0108,0.1,Doxorubicin & geldanamycin,A427,1,0.836,0.918,1.156,0.936,0.959,0.945
Doxorubicin,geldanamycin,0.0108,0.45,Doxorubicin & geldanamycin,A427,1,0.895,0.928,0.99,0.94,0.963,0.95
Doxorubicin,geldanamycin,0.0108,2,Doxorubicin & geldanamycin,A427,1,0.394,0.474,0.551,0.686,0.638,0.606
Erlotinib,Bortezomib,0.055,0.00045,Erlotinib & Bortezomib,A427,1,1.069,0.864,0.823,0.886,0.928,0.905
Erlotinib,Bortezomib,0.055,0.002,Erlotinib & Bortezomib,A427,1,0.849,0.651,0.773,0.888,0.887,0.855
Erlotinib,Bortezomib,0.055,0.009,Erlotinib & Bortezomib,A427,1,0.862,0.741,0.771,0.783,0.863,0.827
Erlotinib,Bortezomib,0.055,0.04,Erlotinib & Bortezomib,A427,1,0.55,0.619,0.532,0.56,0.682,0.643
Erlotinib,Oxaliplatin,0.055,0.75,Erlotinib & Oxaliplatin,A427,1,0.843,0.854,1.06,0.991,0.956,0.941
Erlotinib,Oxaliplatin,0.055,2.25,Erlotinib & Oxaliplatin,A427,1,0.936,1.094,0.893,0.79,0.951,0.935
Erlotinib,Oxaliplatin,0.055,6.75,Erlotinib & Oxaliplatin,A427,1,0.648,0.756,0.521,0.622,0.754,0.711
Erlotinib,Oxaliplatin,0.055,20,Erlotinib & Oxaliplatin,A427,1,0.095,0.169,0.153,0.122,-0.073,0.226
Erlotinib,Topotecan,0.055,0.0223,Erlotinib & Topotecan,A427,1,0.555,0.458,0.476,0.453,0.588,0.565
Erlotinib,Topotecan,0.055,0.0775,Erlotinib & Topotecan,A427,1,0.324,0.311,0.331,0.353,0.396,0.433
Erlotinib,Topotecan,0.055,0.275,Erlotinib & Topotecan,A427,1,0.094,0.081,0.072,0.081,-0.357,0.152
Erlotinib,Topotecan,0.055,1,Erlotinib & Topotecan,A427,1,0.004,0.007,0.004,0.006,-1.87,0.019
Etoposide,BEZ-235,0.045,0.0045,Etoposide & BEZ-235,A427,1,0.626,0.689,0.533,0.698,0.773,0.73
Etoposide,BEZ-235,0.045,0.02,Etoposide & BEZ-235,A427,1,0.176,0.195,0.139,0.155,0.028,0.26
Etoposide,BEZ-235,0.045,0.09,Etoposide & BEZ-235,A427,1,0.163,0.179,0.133,0.157,0.008,0.253
Etoposide,BEZ-235,0.045,0.4,Etoposide & BEZ-235,A427,1,0.071,0.076,0.071,0.078,-0.411,0.141
Etoposide,Erlotinib,0.045,0.055,Etoposide & Erlotinib,A427,1,0.886,0.943,0.943,0.978,0.968,0.957
Etoposide,Erlotinib,0.045,0.245,Etoposide & Erlotinib,A427,1,0.866,0.844,0.848,0.877,0.917,0.891
Etoposide,Erlotinib,0.045,1.1,Etoposide & Erlotinib,A427,1,0.243,0.233,0.277,0.203,0.224,0.341
Etoposide,Erlotinib,0.045,5,Etoposide & Erlotinib,A427,1,0.176,0.197,0.136,0.134,-0.005,0.248
Etoposide,MK-8776,0.045,0.0925,Etoposide & MK-8776,A427,1,0.494,0.506,0.536,0.409,0.625,0.595
Etoposide,MK-8776,0.045,0.325,Etoposide & MK-8776,A427,1,0.412,0.396,0.432,0.384,0.51,0.507
Etoposide,MK-8776,0.045,1.15,Etoposide & MK-8776,A427,1,0.056,0.048,0.032,0.027,-0.742,0.089
Etoposide,MK-8776,0.045,4,Etoposide & MK-8776,A427,1,0.001,0.002,0.002,0.001,-2.514,0.008
Etoposide,Temozolomide,0.045,2.75,Etoposide & Temozolomide,A427,1,0.525,0.354,0.433,0.477,0.574,0.554
Etoposide,Temozolomide,0.045,12.3,Etoposide & Temozolomide,A427,1,0.429,0.457,0.5,0.3,0.559,0.543
Etoposide,Temozolomide,0.045,55,Etoposide & Temozolomide,A427,1,0.199,0.183,0.189,0.207,0.113,0.293
Etoposide,Temozolomide,0.045,250,Etoposide & Temozolomide,A427,1,0.213,0.257,0.222,0.207,0.176,0.319
Gemcitabine,AZD1775,0.00125,0.0325,Gemcitabine & AZD1775,A427,1,0.513,0.417,0.351,0.442,0.543,0.53
Gemcitabine,AZD1775,0.00125,0.08,Gemcitabine & AZD1775,A427,1,0.461,0.575,0.484,0.476,0.603,0.577
Gemcitabine,AZD1775,0.00125,0.2,Gemcitabine & AZD1775,A427,1,0.447,0.452,0.463,0.406,0.567,0.549
Gemcitabine,AZD1775,0.00125,0.5,Gemcitabine & AZD1775,A427,1,0.4,0.29,0.309,0.293,0.351,0.407
Gemcitabine,Dinaciclib,0.00125,0.000925,Gemcitabine & Dinaciclib,A427,1,0.544,0.568,0.443,0.504,0.65,0.616
Gemcitabine,Dinaciclib,0.00125,0.00325,Gemcitabine & Dinaciclib,A427,1,0.52,0.507,0.512,0.603,0.643,0.609
Gemcitabine,Dinaciclib,0.00125,0.0115,Gemcitabine & Dinaciclib,A427,1,0.332,0.391,0.377,0.349,0.452,0.468
Gemcitabine,Dinaciclib,0.00125,0.04,Gemcitabine & Dinaciclib,A427,1,0.125,0.122,0.195,0.122,-0.132,0.208
Gemcitabine,MK-4827,0.00125,0.223,Gemcitabine & MK-4827,A427,1,0.221,0.243,0.189,0.206,0.164,0.314
Gemcitabine,MK-4827,0.00125,0.775,Gemcitabine & MK-4827,A427,1,0.171,0.195,0.188,0.156,0.071,0.276
Gemcitabine,MK-4827,0.00125,2.75,Gemcitabine & MK-4827,A427,1,0.091,0.052,0.043,0.05,-0.611,0.107
Gemcitabine,MK-4827,0.00125,10,Gemcitabine & MK-4827,A427,1,0,0.002,0,0.001,-2.737,0.006
Gemcitabine,MK-8669,0.00125,0.00011,Gemcitabine & MK-8669,A427,1,0.853,1.073,0.857,0.766,0.915,0.889
Gemcitabine,MK-8669,0.00125,5e-04,Gemcitabine & MK-8669,A427,1,0.882,0.912,1.036,0.926,0.954,0.939
Gemcitabine,MK-8669,0.00125,0.00223,Gemcitabine & MK-8669,A427,1,0.926,0.953,0.89,0.879,0.948,0.93
Gemcitabine,MK-8669,0.00125,0.01,Gemcitabine & MK-8669,A427,1,0.893,0.761,0.584,0.897,0.897,0.867
Gemcitabine,Sunitinib,0.00125,0.625,Gemcitabine & Sunitinib,A427,1,1.128,0.824,0.537,0.879,0.913,0.886
Gemcitabine,Sunitinib,0.00125,1.25,Gemcitabine & Sunitinib,A427,1,0.745,0.818,0.742,0.587,0.84,0.801
Gemcitabine,Sunitinib,0.00125,2.5,Gemcitabine & Sunitinib,A427,1,0.496,0.498,0.565,0.474,0.622,0.592
Gemcitabine,Sunitinib,0.00125,5,Gemcitabine & Sunitinib,A427,1,0.375,0.411,0.284,0.394,0.483,0.488
L778123,AZD1775,0.325,0.0325,L778123 & AZD1775,A427,1,0.613,0.643,0.622,0.597,0.739,0.696
L778123,AZD1775,0.325,0.08,L778123 & AZD1775,A427,1,0.628,0.515,0.537,0.553,0.672,0.634
L778123,AZD1775,0.325,0.2,L778123 & AZD1775,A427,1,0.636,0.381,0.532,0.347,0.576,0.556
L778123,AZD1775,0.325,0.5,L778123 & AZD1775,A427,1,0.37,0.365,0.378,0.277,0.458,0.472
L778123,Dinaciclib,0.325,0.000925,L778123 & Dinaciclib,A427,1,1.137,0.997,1.017,0.917,1.004,1.005
L778123,Dinaciclib,0.325,0.00325,L778123 & Dinaciclib,A427,1,1.119,0.686,0.866,0.66,0.863,0.827
L778123,Dinaciclib,0.325,0.0115,L778123 & Dinaciclib,A427,1,0.095,0.072,0.051,,-0.425,0.139
L778123,Dinaciclib,0.325,0.04,L778123 & Dinaciclib,A427,1,0.006,0.005,0.003,0.005,-1.878,0.019
L778123,MK-2206,0.325,0.045,L778123 & MK-2206,A427,1,1.158,1.077,1.018,0.973,1.025,1.035
L778123,MK-2206,0.325,0.2,L778123 & MK-2206,A427,1,0.854,0.851,0.894,1.001,0.927,0.904
L778123,MK-2206,0.325,0.9,L778123 & MK-2206,A427,1,0.703,0.639,0.72,0.708,0.811,0.77
L778123,MK-2206,0.325,4,L778123 & MK-2206,A427,1,0.554,0.547,0.618,0.576,0.691,0.651
L778123,MK-8776,0.325,0.0925,L778123 & MK-8776,A427,1,0.826,0.904,1.084,0.937,0.955,0.94
L778123,MK-8776,0.325,0.325,L778123 & MK-8776,A427,1,0.858,0.901,0.917,0.847,0.931,0.909
L778123,MK-8776,0.325,1.15,L778123 & MK-8776,A427,1,0.549,0.489,0.56,0.453,0.645,0.612
L778123,MK-8776,0.325,4,L778123 & MK-8776,A427,1,0.418,0.407,0.521,0.392,0.521,0.515
L778123,Sorafenib,0.325,2.5,L778123 & Sorafenib,A427,1,0.871,1.189,1.166,1.084,1.064,1.092
L778123,Sorafenib,0.325,5,L778123 & Sorafenib,A427,1,1.12,1.084,0.831,1.246,1.052,1.075
L778123,Sorafenib,0.325,10,L778123 & Sorafenib,A427,1,1.147,1.017,1.044,1.096,1.037,1.052
L778123,Sorafenib,0.325,20,L778123 & Sorafenib,A427,1,0.518,0.456,0.491,0.467,0.602,0.576
L778123,Vinorelbine,0.325,0.000325,L778123 & Vinorelbine,A427,1,0.708,0.761,1.024,1.077,0.938,0.918
L778123,Vinorelbine,0.325,0.0016,L778123 & Vinorelbine,A427,1,0.548,0.746,0.889,1.167,0.891,0.86
L778123,Vinorelbine,0.325,0.008,L778123 & Vinorelbine,A427,1,0.565,0.564,0.828,0.812,0.798,0.756
L778123,Vinorelbine,0.325,0.04,L778123 & Vinorelbine,A427,1,0.148,0.204,0.241,0.181,0.108,0.29
Lapatinib,BEZ-235,0.055,0.0045,Lapatinib & BEZ-235,A427,1,0.569,0.673,0.295,0.542,0.682,0.644
Lapatinib,BEZ-235,0.055,0.02,Lapatinib & BEZ-235,A427,1,0.501,0.33,0.257,0.315,0.388,0.428
Lapatinib,BEZ-235,0.055,0.09,Lapatinib & BEZ-235,A427,1,0.062,0.075,0.079,0.09,-0.386,0.146
Lapatinib,BEZ-235,0.055,0.4,Lapatinib & BEZ-235,A427,1,0.011,0.005,0.003,0.005,-1.849,0.019
Lapatinib,Erlotinib,0.055,0.055,Lapatinib & Erlotinib,A427,1,0.62,0.652,0.271,0.661,0.755,0.712
Lapatinib,Erlotinib,0.055,0.245,Lapatinib & Erlotinib,A427,1,0.206,0.243,0.278,0.224,0.213,0.336
Lapatinib,Erlotinib,0.055,1.1,Lapatinib & Erlotinib,A427,1,0.203,0.278,0.21,0.211,0.157,0.311
Lapatinib,Erlotinib,0.055,5,Lapatinib & Erlotinib,A427,1,0.26,0.085,0.139,0.083,-0.183,0.194
Lapatinib,MK-8776,0.055,0.0925,Lapatinib & MK-8776,A427,1,0.841,0.798,0.897,0.903,0.924,0.9
Lapatinib,MK-8776,0.055,0.325,Lapatinib & MK-8776,A427,1,0.856,1.057,0.873,0.777,0.921,0.897
Lapatinib,MK-8776,0.055,1.15,Lapatinib & MK-8776,A427,1,0.146,0.183,0.12,0.201,0.025,0.259
Lapatinib,MK-8776,0.055,4,Lapatinib & MK-8776,A427,1,0.182,0.147,0.133,0.131,-0.062,0.229
Lapatinib,geldanamycin,0.055,0.0223,Lapatinib & geldanamycin,A427,1,0.935,1.093,0.747,1.022,0.988,0.984
Lapatinib,geldanamycin,0.055,0.1,Lapatinib & geldanamycin,A427,1,1.035,1.031,1.101,0.995,1.018,1.025
Lapatinib,geldanamycin,0.055,0.45,Lapatinib & geldanamycin,A427,1,0.882,0.647,0.837,0.825,0.9,0.87
Lapatinib,geldanamycin,0.055,2,Lapatinib & geldanamycin,A427,1,0.727,0.802,0.652,0.642,0.799,0.757
MK-2206,Dasatinib,0.045,0.024,MK-2206 & Dasatinib,A427,1,1.027,0.966,0.837,0.853,0.949,0.931
MK-2206,Dasatinib,0.045,0.12,MK-2206 & Dasatinib,A427,1,0.917,0.386,0.877,0.916,0.941,0.921
MK-2206,Dasatinib,0.045,0.6,MK-2206 & Dasatinib,A427,1,0.478,0.405,0.397,0.409,0.514,0.51
MK-2206,Dasatinib,0.045,3,MK-2206 & Dasatinib,A427,1,0.096,0.082,0.07,0.056,-0.393,0.145
MK-2206,MK-8669,0.045,0.01,MK-2206 & MK-8669,A427,1,0.942,0.981,0.726,0.836,0.937,0.916
MK-2206,MK-8776,0.045,0.0925,MK-2206 & MK-8776,A427,1,0.669,0.707,0.791,0.872,0.843,0.805
MK-2206,MK-8776,0.045,0.325,MK-2206 & MK-8776,A427,1,0.527,0.404,0.52,0.433,0.599,0.573
MK-2206,MK-8776,0.045,1.15,MK-2206 & MK-8776,A427,1,0.364,0.32,0.243,0.31,0.375,0.42
MK-2206,SN-38,0.045,0.005,MK-2206 & SN-38,A427,1,1.051,0.833,0.844,0.981,0.951,0.934
MK-2206,Sorafenib,0.045,2.5,MK-2206 & Sorafenib,A427,1,1.039,0.97,1.089,0.965,1.002,1.003
MK-2206,Sorafenib,0.045,5,MK-2206 & Sorafenib,A427,1,0.031,0.013,0.057,0.08,-0.689,0.096
MK-2206,Sorafenib,0.045,10,MK-2206 & Sorafenib,A427,1,0.001,0.001,0.001,0.001,-2.737,0.006
MK-4541,5-FU,0.045,10,MK-4541 & 5-FU,A427,1,0.59,0.563,0.555,0.465,0.685,0.646
MK-4541,ABT-888,0.045,0.35,MK-4541 & ABT-888,A427,1,0.464,0.462,0.579,0.514,0.613,0.585
MK-4541,ABT-888,0.045,1.08,MK-4541 & ABT-888,A427,1,0.526,0.744,0.492,0.455,0.635,0.603
MK-4541,ABT-888,0.045,3.25,MK-4541 & ABT-888,A427,1,0.338,0.405,0.336,0.383,0.448,0.466
MK-4541,Bortezomib,0.045,0.04,MK-4541 & Bortezomib,A427,1,0.987,0.868,0.771,0.933,0.943,0.925
MK-4541,Carboplatin,0.045,0.825,MK-4541 & Carboplatin,A427,1,0.906,0.623,0.876,0.988,0.938,0.917
MK-4541,Carboplatin,0.045,3.25,MK-4541 & Carboplatin,A427,1,0.123,0.109,0.105,0.074,-0.209,0.187
MK-4541,Carboplatin,0.045,12.5,MK-4541 & Carboplatin,A427,1,0.002,0.003,0.005,0.002,-2.201,0.012
MK-4541,Dexamethasone,0.045,10,MK-4541 & Dexamethasone,A427,1,1.057,0.946,0.858,0.829,0.944,0.925
MK-4541,Doxorubicin,0.045,0.0108,MK-4541 & Doxorubicin,A427,1,0.824,0.877,0.855,0.8,0.905,0.877
MK-4541,Doxorubicin,0.045,0.0325,MK-4541 & Doxorubicin,A427,1,0.682,0.908,0.615,0.692,0.797,0.755
MK-4541,Doxorubicin,0.045,0.1,MK-4541 & Doxorubicin,A427,1,0.24,0.44,0.264,0.436,0.432,0.455
MK-4541,Gemcitabine,0.045,0.01,MK-4541 & Gemcitabine,A427,1,0.812,0.901,0.734,0.859,0.903,0.874
MK-4541,L778123,0.045,0.325,MK-4541 & L778123,A427,1,0.814,0.81,0.886,0.894,0.912,0.885
MK-4541,L778123,0.045,0.8,MK-4541 & L778123,A427,1,0.669,0.764,0.723,0.729,0.827,0.786
MK-4541,L778123,0.045,2,MK-4541 & L778123,A427,1,0.603,0.546,0.589,0.546,0.694,0.654
MK-4541,MK-4827,0.045,10,MK-4541 & MK-4827,A427,1,0.891,0.809,0.795,0.989,0.912,0.885
